Noblesse Lifestyle Group e-commerce product list ,,, ,   ,,, ,,,,,Details,,,*Separate tab,,
Brand,Product,Type,Thread Count,Size (cm),Price (HKD),Weight (g),Description 1,Description 2,Description 3,,,Cover,Fabric,Filling,Washing instructions,Warmth,Origin
Dauny,duvet,Geneva Medium,,200x220,"17,400",790,"The cassette duvets are made with sewn-in baffles
(bridging bands) to create closed cassettes which still
allow free air circulation through the loosely woven
dividing bands – no room for cold spots.
The duvets are filled with particularly high-quality
down – a wonderful snuggle down feeling.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","The right warmth for the whole year round.
Cassette design with sewn-in baffles.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,3,Switzerland
Dauny,duvet,Geneva Medium,,240x220,"20,800",940,"The cassette duvets are made with sewn-in baffles
(bridging bands) to create closed cassettes which still
allow free air circulation through the loosely woven
dividing bands – no room for cold spots.
The duvets are filled with particularly high-quality
down – a wonderful snuggle down feeling.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","The right warmth for the whole year round.
Cassette design with sewn-in baffles.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,3,Switzerland
Dauny,duvet,Geneva Medium,,260x240,"24,600",1110,"The cassette duvets are made with sewn-in baffles
(bridging bands) to create closed cassettes which still
allow free air circulation through the loosely woven
dividing bands – no room for cold spots.
The duvets are filled with particularly high-quality
down – a wonderful snuggle down feeling.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","The right warmth for the whole year round.
Cassette design with sewn-in baffles.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,3,Switzerland
Dauny,duvet,Geneva Light,,155x220,"10,300",450,"The quilted caro duvets are light and soft - the pleasure
of sleeping at its most exquisite. Caro duvets contain
less filling than cassette duvets because the two layers
of fabric are directly superimposed and then quilted.
The enclosed caros ensure that the filling does not slip
around.
The wonderfully light duvets are filling with particularly
high-quality down – soft and gentle to the touch.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","Quilted throughout – extra light but still cosy.
Quilted caros ensure the filling does not
slip around.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,2,Switzerland
Dauny,duvet,Geneva Light,,200x220,"13,500",590,"The quilted caro duvets are light and soft - the pleasure
of sleeping at its most exquisite. Caro duvets contain
less filling than cassette duvets because the two layers
of fabric are directly superimposed and then quilted.
The enclosed caros ensure that the filling does not slip
around.
The wonderfully light duvets are filling with particularly
high-quality down – soft and gentle to the touch.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","Quilted throughout – extra light but still cosy.
Quilted caros ensure the filling does not
slip around.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,2,Switzerland
Dauny,duvet,Geneva Light,,240x220,"15,400",710,"The quilted caro duvets are light and soft - the pleasure
of sleeping at its most exquisite. Caro duvets contain
less filling than cassette duvets because the two layers
of fabric are directly superimposed and then quilted.
The enclosed caros ensure that the filling does not slip
around.
The wonderfully light duvets are filling with particularly
high-quality down – soft and gentle to the touch.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","Quilted throughout – extra light but still cosy.
Quilted caros ensure the filling does not
slip around.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,2,Switzerland
Dauny,duvet,Geneva Light,,260x240,"18,900",840,"The quilted caro duvets are light and soft - the pleasure
of sleeping at its most exquisite. Caro duvets contain
less filling than cassette duvets because the two layers
of fabric are directly superimposed and then quilted.
The enclosed caros ensure that the filling does not slip
around.
The wonderfully light duvets are filling with particularly
high-quality down – soft and gentle to the touch.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","Quilted throughout – extra light but still cosy.
Quilted caros ensure the filling does not
slip around.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,2,Switzerland
Dauny,duvet,Geneva Superlight,,155x220,"8,000",260,"The quilted caro duvets are light and soft - the pleasure
of sleeping at its most exquisite. Caro duvets contain
less filling than cassette duvets because the two layers
of fabric are directly superimposed and then quilted.
The enclosed caros ensure that the filling does not slip
around.
The wonderfully light duvets are filling with particularly
high-quality down – soft and gentle to the touch.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","Summertime – a duvet as light as a feather.
Small fully quilted caros ensure the filling does
not slip around.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,1,Switzerland
Dauny,duvet,Geneva Superlight,,200x220,"10,400",340,"The quilted caro duvets are light and soft - the pleasure
of sleeping at its most exquisite. Caro duvets contain
less filling than cassette duvets because the two layers
of fabric are directly superimposed and then quilted.
The enclosed caros ensure that the filling does not slip
around.
The wonderfully light duvets are filling with particularly
high-quality down – soft and gentle to the touch.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","Summertime – a duvet as light as a feather.
Small fully quilted caros ensure the filling does
not slip around.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,1,Switzerland
Dauny,duvet,Geneva Superlight,,240x220,"12,800",410,"The quilted caro duvets are light and soft - the pleasure
of sleeping at its most exquisite. Caro duvets contain
less filling than cassette duvets because the two layers
of fabric are directly superimposed and then quilted.
The enclosed caros ensure that the filling does not slip
around.
The wonderfully light duvets are filling with particularly
high-quality down – soft and gentle to the touch.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","Summertime – a duvet as light as a feather.
Small fully quilted caros ensure the filling does
not slip around.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,1,Switzerland
Dauny,duvet,Geneva Superlight,,260x240,"15,600",480,"The quilted caro duvets are light and soft - the pleasure
of sleeping at its most exquisite. Caro duvets contain
less filling than cassette duvets because the two layers
of fabric are directly superimposed and then quilted.
The enclosed caros ensure that the filling does not slip
around.
The wonderfully light duvets are filling with particularly
high-quality down – soft and gentle to the touch.
The weave and the finish of this high quality Batiste
guarantee particularly efficient moisture transport and
the best air circulation. The luxurious feel gives you an
incomparable sensation of comfort as you sleep.","Summertime – a duvet as light as a feather.
Small fully quilted caros ensure the filling does
not slip around.",,,,"100% cotton, finest Swiss Batiste, white,
hydrophilic and breathable.",,"100% pure, new goose down, white.
Extra large cluster European top quality.
Class I (European norm).",ref to 'washing instructions' sheet,1,Switzerland
Dauny,pillow,Sananeck,,50x70,"3,800",600,"The ergonomically designed pillow forms comfortably
around you to provide that all important support in
your neck area. Filled with high quality down or high
tech fibres. The integrated neck support can be removed
if desired. Specially suitable for those who sleep
on their side.
The flatter version contains less filling and has
been designed for people with a lighter build. The
Sananeck® Deep is particularly suited to women and
to those with a smaller frame and recommended for
use with soft mattresses, visco-mattresses or water
beds.","Ergonomically formed pillow with neck support function.
The integrated neck support can be removed if required.",,,,"100% cotton, white.",,"90% pure, new European duck down, white,
10% small feathers. Class I (European norm).
Integrated neck support – 100% visco elastic foam,
removable.",ref to 'washing instructions' sheet,,Switzerland
Dauny,pillow,Sananeck Deep,,50x70,"3,800",480,"The ergonomically designed pillow forms comfortably
around you to provide that all important support in
your neck area. Filled with high quality down or high
tech fibres. The integrated neck support can be removed
if desired. Specially suitable for those who sleep
on their side.
The flatter version contains less filling and has
been designed for people with a lighter build. The
Sananeck® Deep is particularly suited to women and
to those with a smaller frame and recommended for
use with soft mattresses, visco-mattresses or water
beds.","Ergonomically formed pillow with neck support function.
The integrated neck support can be removed if required. The flatter version (less filling).",,,,"100% cotton, white.",,"90% pure, new European duck down, white,
10% small feathers. Class I (European norm).
Integrated neck support – 100% visco elastic foam,
removable.",ref to 'washing instructions' sheet,,Switzerland
Savoir,duvet,Cashmere,,140x200,"9,850",1000,"Savoir cashmere duvets use cashmere sourced from goats that live on the
high plateaux of the Himalayas at altitudes up to 5,000 metres. Rather than
the traditional shearing technique used to collect the cashmere, instead
these goats have small quantities of their superfine under hair combed out
by hand once a year. The yield per goat is only 100-300g.","• Himalayan free range goats
• 100% biodegradable
• Absorbs moisture of up to 30% of its own weight
• Resistant to micro-organisms
• Premium microfiber tencel fabric provided exceptional moisture
dispersion",,,,,,100% cashmere,,,UK
Savoir,duvet,Cashmere,,160x200,"11,000",1150,"Savoir cashmere duvets use cashmere sourced from goats that live on the
high plateaux of the Himalayas at altitudes up to 5,000 metres. Rather than
the traditional shearing technique used to collect the cashmere, instead
these goats have small quantities of their superfine under hair combed out
by hand once a year. The yield per goat is only 100-300g.","• Himalayan free range goats
• 100% biodegradable
• Absorbs moisture of up to 30% of its own weight
• Resistant to micro-organisms
• Premium microfiber tencel fabric provided exceptional moisture
dispersion",,,,,,100% cashmere,,,UK
Savoir,duvet,Cashmere,,200x200,"14,900",1440,"Savoir cashmere duvets use cashmere sourced from goats that live on the
high plateaux of the Himalayas at altitudes up to 5,000 metres. Rather than
the traditional shearing technique used to collect the cashmere, instead
these goats have small quantities of their superfine under hair combed out
by hand once a year. The yield per goat is only 100-300g.","• Himalayan free range goats
• 100% biodegradable
• Absorbs moisture of up to 30% of its own weight
• Resistant to micro-organisms
• Premium microfiber tencel fabric provided exceptional moisture
dispersion",,,,,,100% cashmere,,,UK
Savoir,duvet,Cashmere,,200x220,"15,850",1580,"Savoir cashmere duvets use cashmere sourced from goats that live on the
high plateaux of the Himalayas at altitudes up to 5,000 metres. Rather than
the traditional shearing technique used to collect the cashmere, instead
these goats have small quantities of their superfine under hair combed out
by hand once a year. The yield per goat is only 100-300g.","• Himalayan free range goats
• 100% biodegradable
• Absorbs moisture of up to 30% of its own weight
• Resistant to micro-organisms
• Premium microfiber tencel fabric provided exceptional moisture
dispersion",,,,,,100% cashmere,,,UK
Savoir,duvet,Cashmere,,240x220,"17,900",1900,"Savoir cashmere duvets use cashmere sourced from goats that live on the
high plateaux of the Himalayas at altitudes up to 5,000 metres. Rather than
the traditional shearing technique used to collect the cashmere, instead
these goats have small quantities of their superfine under hair combed out
by hand once a year. The yield per goat is only 100-300g.","• Himalayan free range goats
• 100% biodegradable
• Absorbs moisture of up to 30% of its own weight
• Resistant to micro-organisms
• Premium microfiber tencel fabric provided exceptional moisture
dispersion",,,,,,100% cashmere,,,UK
Savoir,duvet,Cashmere,,260x240,"19,900",2240,"Savoir cashmere duvets use cashmere sourced from goats that live on the
high plateaux of the Himalayas at altitudes up to 5,000 metres. Rather than
the traditional shearing technique used to collect the cashmere, instead
these goats have small quantities of their superfine under hair combed out
by hand once a year. The yield per goat is only 100-300g.","• Himalayan free range goats
• 100% biodegradable
• Absorbs moisture of up to 30% of its own weight
• Resistant to micro-organisms
• Premium microfiber tencel fabric provided exceptional moisture
dispersion",,,,,,100% cashmere,,,UK
Savoir,duvet,Pure silk,,140x200,"6,950",600,"The silk used in these duvets is decocted and degummed several times in
order to completely remove all sericin residues and eliminate the possibility
of skin irritation. The cocoons, which may be as big as a hen’s egg, have a
fleecy softness which are reeled off in a dry state and stretched as far as
possible. The total cocoon thread is between 1-4m in length.","• Asian free range oak silk moths
• 100% biodegradable
• Absorbs moisture of up to 40% of its own weight
• Resistant to micro-organisms
• Active breathing
• Ideal for summer usage",,,,,,100% pure silk (no mulberry silk),,,UK
Savoir,duvet,Pure silk,,160x200,"7,850",680,"The silk used in these duvets is decocted and degummed several times in
order to completely remove all sericin residues and eliminate the possibility
of skin irritation. The cocoons, which may be as big as a hen’s egg, have a
fleecy softness which are reeled off in a dry state and stretched as far as
possible. The total cocoon thread is between 1-4m in length.","• Asian free range oak silk moths
• 100% biodegradable
• Absorbs moisture of up to 40% of its own weight
• Resistant to micro-organisms
• Active breathing
• Ideal for summer usage",,,,,,100% pure silk (no mulberry silk),,,UK
Savoir,duvet,Pure silk,,200x200,"10,500",860,"The silk used in these duvets is decocted and degummed several times in
order to completely remove all sericin residues and eliminate the possibility
of skin irritation. The cocoons, which may be as big as a hen’s egg, have a
fleecy softness which are reeled off in a dry state and stretched as far as
possible. The total cocoon thread is between 1-4m in length.","• Asian free range oak silk moths
• 100% biodegradable
• Absorbs moisture of up to 40% of its own weight
• Resistant to micro-organisms
• Active breathing
• Ideal for summer usage",,,,,,100% pure silk (no mulberry silk),,,UK
Savoir,duvet,Pure silk,,200x220,"11,050",940,"The silk used in these duvets is decocted and degummed several times in
order to completely remove all sericin residues and eliminate the possibility
of skin irritation. The cocoons, which may be as big as a hen’s egg, have a
fleecy softness which are reeled off in a dry state and stretched as far as
possible. The total cocoon thread is between 1-4m in length.","• Asian free range oak silk moths
• 100% biodegradable
• Absorbs moisture of up to 40% of its own weight
• Resistant to micro-organisms
• Active breathing
• Ideal for summer usage",,,,,,100% pure silk (no mulberry silk),,,UK
Savoir,duvet,Pure silk,,240x220,"12,200",1130,"The silk used in these duvets is decocted and degummed several times in
order to completely remove all sericin residues and eliminate the possibility
of skin irritation. The cocoons, which may be as big as a hen’s egg, have a
fleecy softness which are reeled off in a dry state and stretched as far as
possible. The total cocoon thread is between 1-4m in length.","• Asian free range oak silk moths
• 100% biodegradable
• Absorbs moisture of up to 40% of its own weight
• Resistant to micro-organisms
• Active breathing
• Ideal for summer usage",,,,,,100% pure silk (no mulberry silk),,,UK
Savoir,duvet,Pure silk,,260x240,"13,200",1340,"The silk used in these duvets is decocted and degummed several times in
order to completely remove all sericin residues and eliminate the possibility
of skin irritation. The cocoons, which may be as big as a hen’s egg, have a
fleecy softness which are reeled off in a dry state and stretched as far as
possible. The total cocoon thread is between 1-4m in length.","• Asian free range oak silk moths
• 100% biodegradable
• Absorbs moisture of up to 40% of its own weight
• Resistant to micro-organisms
• Active breathing
• Ideal for summer usage",,,,,,100% pure silk (no mulberry silk),,,UK
Savoir,mattress protector,KlimaControl,,90x200,"2,000",1000,"White in colour with corner elastics, square stitching",,,,,"100% fine Cotton, colour white with corner elastic, square stitching",,100%HEFEL-Tencel,"60 Degrees Celsius gentle wash, air-drying",,UK
Savoir,mattress protector,KlimaControl,,120x200,"2,550",1000,"White in colour with corner elastics, square stitching",,,,,"100% fine Cotton, colour white with corner elastic, square stitching",,100%HEFEL-Tencel,"60 Degrees Celsius gentle wash, air-drying",,UK
Savoir,mattress protector,KlimaControl,,150x200,"3,750",1400,"White in colour with corner elastics, square stitching",,,,,"100% fine Cotton, colour white with corner elastic, square stitching",,100%HEFEL-Tencel,"60 Degrees Celsius gentle wash, air-drying",,UK
Savoir,mattress protector,KlimaControl,,180x200,"3,750",1890,"White in colour with corner elastics, square stitching",,,,,"100% fine Cotton, colour white with corner elastic, square stitching",,100%HEFEL-Tencel,"60 Degrees Celsius gentle wash, air-drying",,UK
Savoir,mattress protector,KlimaControl,,200x200,"4,200",2400,"White in colour with corner elastics, square stitching",,,,,"100% fine Cotton, colour white with corner elastic, square stitching",,100%HEFEL-Tencel,"60 Degrees Celsius gentle wash, air-drying",,UK
Savoir,mattress protector,Pure cotton,,90x200,"1,300",900,"White in colour with corner elastics, honeycomb stitching",,,,,"100% fine Cotton, colour white with corner elastic, square stitching",,100%HEFEL-cotton,"95 Degrees Celsius gentle wash, air-drying",,UK
Savoir,mattress protector,Pure cotton,,120x200,"1,650",900,"White in colour with corner elastics, honeycomb stitching",,,,,"100% fine Cotton, colour white with corner elastic, square stitching",,100%HEFEL-cotton,"95 Degrees Celsius gentle wash, air-drying",,UK
Savoir,mattress protector,Pure cotton,,150x200,"2,050",1260,"White in colour with corner elastics, honeycomb stitching",,,,,"100% fine Cotton, colour white with corner elastic, square stitching",,100%HEFEL-cotton,"95 Degrees Celsius gentle wash, air-drying",,UK
Savoir,mattress protector,Pure cotton,,180x200,"2,050",1700,"White in colour with corner elastics, honeycomb stitching",,,,,"100% fine Cotton, colour white with corner elastic, square stitching",,100%HEFEL-cotton,"95 Degrees Celsius gentle wash, air-drying",,UK
Savoir,mattress protector,Pure cotton,,200x200,"2,550",2160,"White in colour with corner elastics, honeycomb stitching",,,,,"100% fine Cotton, colour white with corner elastic, square stitching",,100%HEFEL-cotton,"95 Degrees Celsius gentle wash, air-drying",,UK
Vispring,Topper,Heaven Luxury Supreme ,,90x200,"12,700",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,"Filled with Platinum Certified British
fleece wool, soft needled British wool
and South American horsetail, and
edged in contrasting ticking.",,,UK
Vispring,Topper,Heaven Luxury Supreme ,,120x200,"17,400",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,"Filled with Platinum Certified British
fleece wool, soft needled British wool
and South American horsetail, and
edged in contrasting ticking.",,,UK
Vispring,Topper,Heaven Luxury Supreme ,,150x200,"19,100",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,"Filled with Platinum Certified British
fleece wool, soft needled British wool
and South American horsetail, and
edged in contrasting ticking.",,,UK
Vispring,Topper,Heaven Luxury Supreme ,,180x200,"24,200",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,"Filled with Platinum Certified British
fleece wool, soft needled British wool
and South American horsetail, and
edged in contrasting ticking.",,,UK
Vispring,Topper,Heaven Luxury Supreme ,,200x200,"27,500",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,"Filled with Platinum Certified British
fleece wool, soft needled British wool
and South American horsetail, and
edged in contrasting ticking.",,,UK
Vispring,Topper,Heaven Luxury,,90x200,"10,500",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,Filled with Platinum Certified British fleece,,,UK
Vispring,Topper,Heaven Luxury,,120x200,"14,900",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,Filled with Platinum Certified British fleece,,,UK
Vispring,Topper,Heaven Luxury,,150x200,"16,000",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,Filled with Platinum Certified British fleece,,,UK
Vispring,Topper,Heaven Luxury,,180x200,"20,100",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,Filled with Platinum Certified British fleece,,,UK
Vispring,Topper,Heaven Luxury,,200x200,"22,200",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,Filled with Platinum Certified British fleece,,,UK
Vispring,Topper,Heaven,,90x200,"7,900",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,"Filled with Platinum Certified British fleece
wool and soft needled British wool, and
edged in contrasting ticking.",,,UK
Vispring,Topper,Heaven,,120x200,"11,000",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,"Filled with Platinum Certified British fleece
wool and soft needled British wool, and
edged in contrasting ticking.",,,UK
Vispring,Topper,Heaven,,150x200,"12,200",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,"Filled with Platinum Certified British fleece
wool and soft needled British wool, and
edged in contrasting ticking.",,,UK
Vispring,Topper,Heaven,,180x200,"15,300",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,"Filled with Platinum Certified British fleece
wool and soft needled British wool, and
edged in contrasting ticking.",,,UK
Vispring,Topper,Heaven,,200x200,"16,600",,"Our mattress toppers provide your Vispring bed with
an extra layer of luxury, for even greater comfort and
softness. They are also the perfect choice for bedsteads
with slatted bases, as slatted bases will always create a
firmer feel than a sprung base.","Handmade to order in any size, our mattress toppers are
available in a broad range of options, each generously filled
with an opulent blend of the finest natural fibres for the
ultimate in comfort.",,,,,,"Filled with Platinum Certified British fleece
wool and soft needled British wool, and
edged in contrasting ticking.",,,UK
Vispring,mattress pad,,,90x200,"2,000",,"Tastefully handcrafted, our bedstead mattress pad provides
an essential layer of protection between your Vispring
mattress and your bedstead, extending the life of your
mattress and ensuring an exquisite night’s sleep.","The Vispring Bedstead mattress
pad provides protection between
your Vispring mattress and the base
of your bedstead, extending the
life of your mattress and enhancing
comfort. To ensure maximum
comfort, we recommend that
bedstead slats should be
no more than 8cm apart.",,,,,,,,,UK
Vispring,mattress pad,,,120x200,"2,400",,"Tastefully handcrafted, our bedstead mattress pad provides
an essential layer of protection between your Vispring
mattress and your bedstead, extending the life of your
mattress and ensuring an exquisite night’s sleep.","The Vispring Bedstead mattress
pad provides protection between
your Vispring mattress and the base
of your bedstead, extending the
life of your mattress and enhancing
comfort. To ensure maximum
comfort, we recommend that
bedstead slats should be
no more than 8cm apart.",,,,,,,,,UK
Vispring,mattress pad,,,150x200,"2,500",,"Tastefully handcrafted, our bedstead mattress pad provides
an essential layer of protection between your Vispring
mattress and your bedstead, extending the life of your
mattress and ensuring an exquisite night’s sleep.","The Vispring Bedstead mattress
pad provides protection between
your Vispring mattress and the base
of your bedstead, extending the
life of your mattress and enhancing
comfort. To ensure maximum
comfort, we recommend that
bedstead slats should be
no more than 8cm apart.",,,,,,,,,UK
Vispring,mattress pad,,,180x200,"2,800",,"Tastefully handcrafted, our bedstead mattress pad provides
an essential layer of protection between your Vispring
mattress and your bedstead, extending the life of your
mattress and ensuring an exquisite night’s sleep.","The Vispring Bedstead mattress
pad provides protection between
your Vispring mattress and the base
of your bedstead, extending the
life of your mattress and enhancing
comfort. To ensure maximum
comfort, we recommend that
bedstead slats should be
no more than 8cm apart.",,,,,,,,,UK
Vispring,mattress pad,,,200x200,"3,200",,"Tastefully handcrafted, our bedstead mattress pad provides
an essential layer of protection between your Vispring
mattress and your bedstead, extending the life of your
mattress and ensuring an exquisite night’s sleep.","The Vispring Bedstead mattress
pad provides protection between
your Vispring mattress and the base
of your bedstead, extending the
life of your mattress and enhancing
comfort. To ensure maximum
comfort, we recommend that
bedstead slats should be
no more than 8cm apart.",,,,,,,,,UK
Vispring,mattress protector ,,,90x200,"2,100",,"Using a mattress protector will extend the life of your
mattress, preserving its exquisite finish for many years to
come. Fashioned from softly quilted cotton percale with
a pure new wool filling, our elegant model is available
in all sizes.","Vispring recommends the use of
a mattress protector to keep your
mattress in beautiful condition.
The quilted mattress protector is
made from softly quilted cotton
percale with a pure new wool
filling. Available in all standard
sizes, and made to order for
non-standard sizes.",,,,"softly quilted cotton
percale",,pure new wool,,,UK
Vispring,mattress protector ,,,120x200,"2,500",,"Using a mattress protector will extend the life of your
mattress, preserving its exquisite finish for many years to
come. Fashioned from softly quilted cotton percale with
a pure new wool filling, our elegant model is available
in all sizes.","Vispring recommends the use of
a mattress protector to keep your
mattress in beautiful condition.
The quilted mattress protector is
made from softly quilted cotton
percale with a pure new wool
filling. Available in all standard
sizes, and made to order for
non-standard sizes.",,,,"softly quilted cotton
percale",,pure new wool,,,UK
